0	0
1	2
2	5
3	2
4	3
5	4
6	4
7	0
8	4
9	4
10	1
11	1
12	5
13	4
14	2
15	1
16	5
17	1
18	5
19	0
20	3
21	4
22	1
23	0
24	4
25	4
26	4
27	2
28	5
29	5
30	5
31	3
32	1
33	4
34	2
35	5
36	5
37	4
38	4
39	5
40	4
41	5
42	3
43	4
44	4
45	4
46	5
47	5
48	1
49	5
50	4
51	4
52	4
53	3
54	5
55	5
56	1
57	0
58	0
59	5
60	4
61	0
62	1
63	5
64	5
65	5
66	4
67	1
68	5
69	5
70	2
71	5
72	5
73	4
74	1
75	0
76	4
77	1
78	5
79	3
80	3
81	4
82	5
83	3
84	1
85	0
86	0
87	4
88	5
89	5
90	1
91	5
92	0
93	4
94	1
95	5
96	5
97	4
98	4
99	4
100	5
101	1
102	4
103	4
104	5
105	5
106	4
107	1
108	5
109	2
110	1
111	5
112	1
113	3
114	4
115	1
116	1
117	4
118	2
119	4
120	5
121	0
122	4
123	0
124	4
125	5
126	0
127	0
128	5
129	4
130	3
131	4
132	1
133	0
134	4
135	5
136	2
137	4
138	1
139	4
140	2
141	3
142	4
143	5
144	0
145	5
146	5
147	0
148	1
149	5
150	5
151	2
152	4
153	4
154	4
155	5
156	0
157	4
158	1
159	0
160	5
161	5
162	1
163	1
164	1
165	1
166	4
167	4
168	3
169	3
170	0
171	1
172	4
173	5
174	4
175	4
176	3
177	2
178	4
179	2
180	2
181	4
182	4
183	4
184	5
185	4
186	5
187	4
188	1
189	2
190	4
191	1
192	3
193	4
194	1
195	1
196	4
197	1
198	5
199	4
200	5
201	4
202	5
203	4
204	4
205	4
206	4
207	3
208	5
209	3
210	4
211	4
212	2
213	1
214	4
215	2
216	0
217	4
218	1
219	0
220	1
221	2
222	4
223	1
224	5
225	4
226	5
227	4
228	1
229	4
230	1
231	4
232	4
233	0
234	5
235	4
236	1
237	4
238	2
239	0
240	5
241	5
242	4
243	4
244	5
245	5
246	3
247	1
248	5
249	1
250	4
251	3
252	1
253	1
254	0
255	3
256	1
257	1
258	5
259	5
260	4
261	3
262	2
263	2
264	5
265	5
266	1
267	4
268	1
269	3
270	2
271	4
272	4
273	1
274	3
275	5
276	5
277	4
278	1
279	3
280	3
281	5
282	4
283	5
284	1
285	5
286	4
287	1
288	5
289	2
290	4
291	1
292	5
293	5
294	5
295	4
296	1
297	5
298	0
299	1
300	3
301	4
302	0
303	4
304	1
305	4
306	2
307	5
308	1
309	3
310	1
311	4
312	1
313	5
314	1
315	5
316	4
317	2
318	0
319	4
320	1
321	2
322	1
323	5
324	5
325	5
326	1
327	1
328	1
329	5
330	1
331	4
332	5
333	4
334	4
335	4
336	0
337	1
338	1
339	0
340	4
341	1
342	1
343	4
344	2
345	1
346	1
347	3
348	0
349	4
350	3
351	0
352	4
353	2
354	3
355	4
356	3
357	4
358	5
359	5
360	5
361	3
362	5
363	5
364	5
365	1
366	5
367	1
368	1
369	5
370	4
371	0
372	5
373	4
374	1
375	1
376	1
377	0
378	5
379	3
380	1
381	5
382	4
383	4
384	5
385	1
386	5
387	1
388	1
389	4
390	2
391	1
392	1
393	1
394	1
395	5
396	5
397	5
398	1
399	3
400	4
401	5
402	2
403	3
404	3
405	1
406	4
407	3
408	5
409	4
410	4
411	5
412	3
413	3
414	4
415	4
416	4
417	1
418	4
419	0
420	3
421	4
422	1
423	3
424	1
425	3
426	5
427	4
428	5
429	5
430	1
431	5
432	4
433	5
434	5
435	1
436	5
437	5
438	5
439	5
440	4
441	5
442	3
443	5
444	4
445	5
446	4
447	5
448	1
449	4
450	5
451	5
452	0
453	0
454	3
455	5
456	1
457	5
458	1
459	1
460	1
461	2
462	5
463	5
464	3
465	4
466	5
467	5
468	1
469	0
470	5
471	3
472	5
473	2
474	0
475	4
476	1
477	4
478	2
479	1
480	4
481	1
482	4
483	4
484	1
485	1
486	5
487	5
488	4
489	3
490	4
491	0
492	4
493	4
494	4
495	1
496	5
497	1
498	3
499	5
500	4
501	3
502	3
503	4
504	5
505	4
506	2
507	4
508	4
509	1
510	1
511	5
512	5
513	5
514	5
515	5
516	1
517	4
518	4
519	0
520	5
521	1
522	4
523	5
524	4
525	1
526	5
527	0
528	5
529	1
530	5
531	0
532	0
533	3
534	4
535	0
536	4
537	5
538	4
539	5
540	2
541	3
542	4
543	5
544	1
545	0
546	5
547	3
548	1
549	5
550	5
551	5
552	1
553	4
554	1
555	4
556	1
557	3
558	4
559	2
560	0
561	2
562	1
563	0
564	5
565	2
566	4
567	1
568	1
569	2
570	1
571	5
572	2
573	1
574	4
575	5
576	5
577	1
578	1
579	3
580	4
581	4
582	1
583	1
584	5
585	5
586	5
587	1
588	1
589	1
590	1
591	1
592	5
593	4
594	4
595	1
596	0
597	5
598	2
599	1
600	2
601	4
602	4
603	2
604	1
605	4
606	1
607	1
608	4
609	1
610	4
611	0
612	5
613	0
614	1
615	3
616	1
617	1
618	5
619	4
620	1
621	4
622	4
623	1
624	4
625	5
626	4
627	2
628	1
629	1
630	2
631	4
632	0
633	5
634	5
635	2
636	4
637	4
638	4
639	4
640	4
641	4
642	1
643	1
644	5
645	4
646	4
647	3
648	3
649	4
650	1
651	1
652	4
653	4
654	3
655	4
656	1
657	4
658	0
659	5
660	1
661	1
662	4
663	5
664	4
665	1
666	4
667	3
668	1
669	4
670	3
671	3
672	0
673	5
674	5
675	0
676	4
677	3
678	4
679	3
680	0
681	5
682	3
683	1
684	5
685	3
686	4
687	5
688	3
689	4
690	5
691	5
692	4
693	4
694	0
695	5
696	3
697	4
698	0
699	0
700	4
701	4
702	4
703	0
704	4
705	5
706	1
707	2
708	4
709	1
710	5
711	5
712	4
713	1
714	4
715	1
716	3
717	5
718	3
719	3
720	0
721	4
722	1
723	5
724	4
725	2
726	5
727	4
728	4
729	1
730	5
731	4
732	1
733	5
734	2
735	4
736	5
737	3
738	0
739	4
740	3
741	4
742	4
743	0
744	5
745	4
746	1
747	4
748	5
749	1
750	5
751	2
752	5
753	4
754	4
755	1
756	4
757	1
758	4
759	1
760	3
761	1
762	4
763	4
764	4
765	5
766	5
767	1
768	2
769	1
770	3
771	2
772	4
773	5
774	1
775	3
776	4
777	1
778	5
779	0
780	0
781	3
782	4
783	5
784	5
785	5
786	3
787	4
788	3
789	4
790	5
791	2
792	5
793	3
794	4
795	0
796	3
797	5
798	5
799	2
800	2
801	5
802	4
803	4
804	1
805	1
806	5
807	5
808	1
809	4
810	4
811	1
812	2
813	3
814	2
815	5
816	3
817	1
818	1
819	4
820	4
821	1
822	5
823	4
824	5
825	3
826	1
827	1
828	4
829	4
830	4
831	4
832	4
833	4
834	5
835	3
836	2
837	0
838	5
839	3
840	1
841	4
842	4
843	4
844	0
845	4
846	2
847	4
848	1
849	5
850	5
851	1
852	4
853	5
854	1
855	1
856	4
857	0
858	1
859	5
860	1
861	1
862	5
863	3
864	5
865	5
866	4
867	4
868	4
869	5
870	5
871	5
872	4
873	5
874	1
875	4
876	1
877	5
878	5
879	0
880	5
881	4
882	3
883	4
884	0
885	4
886	1
887	4
888	5
889	0
890	4
891	2
892	5
893	1
894	5
895	1
896	5
897	4
898	2
899	4
900	3
901	2
902	3
903	4
904	0
905	0
906	4
907	4
908	3
909	1
910	5
911	5
912	4
913	1
914	4
915	5
916	5
917	1
918	1
919	5
920	1
921	4
922	1
923	4
924	5
925	5
926	3
927	4
928	2
929	1
930	2
931	5
932	3
933	5
934	1
935	1
936	1
937	4
938	4
939	3
940	5
941	1
942	0
943	4
944	5
945	2
946	5
947	5
948	1
949	4
950	1
951	0
952	1
953	4
954	4
955	0
956	1
957	5
958	4
959	1
960	1
961	5
962	4
963	1
964	3
965	1
966	1
967	1
968	2
969	4
970	5
971	5
972	0
973	0
974	0
975	4
976	3
977	4
978	1
979	5
980	0
981	5
982	5
983	1
984	3
985	4
986	1
987	4
988	5
989	4
990	0
991	5
992	5
993	5
994	0
995	1
996	1
997	1
998	0
999	5
1000	1
1001	1
1002	4
1003	1
1004	5
1005	0
1006	1
1007	4
1008	4
1009	4
1010	2
1011	5
1012	1
1013	3
1014	4
1015	4
1016	4
1017	5
1018	3
1019	4
1020	4
1021	1
1022	3
1023	1
1024	4
1025	5
1026	4
1027	5
1028	1
1029	5
1030	1
1031	1
1032	1
1033	5
1034	5
1035	3
1036	1
1037	4
1038	4
1039	2
1040	3
1041	0
1042	1
1043	1
1044	4
1045	4
1046	4
1047	5
1048	1
1049	5
1050	4
1051	3
1052	3
1053	4
1054	5
1055	5
1056	5
1057	4
1058	1
1059	4
1060	1
1061	1
1062	4
1063	2
1064	4
1065	2
1066	3
1067	1
1068	1
1069	5
1070	1
1071	5
1072	5
1073	2
1074	3
1075	3
1076	4
1077	4
1078	1
1079	1
1080	4
1081	0
1082	1
1083	4
1084	4
1085	0
1086	1
1087	0
1088	4
1089	4
1090	4
1091	5
1092	5
1093	3
1094	4
1095	3
1096	3
1097	4
1098	2
1099	1
1100	5
1101	5
1102	1
1103	3
1104	5
1105	5
1106	2
1107	3
1108	3
1109	3
1110	3
1111	5
1112	2
1113	4
1114	1
1115	1
1116	3
1117	1
1118	4
1119	2
1120	1
1121	4
1122	5
1123	4
1124	5
1125	4
1126	1
1127	2
1128	5
1129	3
1130	1
1131	0
1132	4
1133	1
1134	5
1135	3
1136	0
1137	0
1138	4
1139	3
1140	5
1141	2
1142	0
1143	1
1144	3
1145	4
1146	4
1147	5
1148	2
1149	1
1150	5
1151	4
1152	0
1153	4
1154	5
1155	5
1156	1
1157	1
1158	4
1159	1
1160	1
1161	4
1162	5
1163	4
1164	5
1165	5
1166	2
1167	1
1168	1
1169	1
1170	5
1171	4
1172	3
1173	5
1174	3
1175	5
1176	5
1177	1
1178	4
1179	1
1180	0
1181	2
1182	0
1183	5
1184	4
1185	0
1186	4
1187	1
1188	4
1189	4
1190	4
1191	3
1192	3
1193	1
1194	1
1195	4
1196	5
1197	4
1198	4
1199	5
1200	3
1201	5
1202	2
1203	3
1204	4
1205	1
1206	4
1207	3
1208	0
1209	5
1210	0
1211	1
1212	5
1213	5
1214	5
1215	1
1216	4
1217	1
1218	0
1219	4
1220	4
1221	0
1222	4
1223	5
1224	5
1225	5
1226	1
1227	0
1228	3
1229	0
1230	5
1231	1
1232	1
1233	2
1234	1
1235	0
